,State,County,Votes_Norm,Trump_Votes,Hillary_Votes,Independent_Votes,Total_Votes,Trump_Perc,Hillary_Perc,Independent_Perc,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000,Angle,Angle_Rad,Angle_Deg
1513.0,MS,Jones County,0.437,20076,7748,426,28250,71.1,27.4,1.5,772.0,68641.0,31.6304435,-89.203961,100.6245779,143.4103353,309.0149457,611.0489134,64.0873745768,1.11853569532,64.0873745768
1514.0,MS,Kemper County,-0.226,1778,2827,34,4639,38.3,60.9,0.7,2412.0,10335.0,32.81880475,-88.6320775,112.4238351,185.6989235,185.6989235,660.1776939,-103.061688719,-1.79876580081,-103.061688719
1515.0,MS,Lafayette County,0.148,10872,7968,802,19642,55.4,40.6,4.0,991.0,49495.0,34.34572938,-89.48079325,79.92347973,96.66282999,96.66282999,479.8336226,-81.4889586248,1.42225063202,81.4889586248
1516.0,MS,Lamar County,0.556,18493,5044,642,24179,76.5,20.9,2.6,884.0,57786.0,31.181711,-89.512006,89.81599535,138.4960788,365.2914143,568.1176299,-56.2203800494,-0.981230738585,-56.2203800494
1517.0,MS,Lauderdale County,0.23,17574,10910,483,28967,60.7,37.7,1.6,688.0,80220.0,32.45061557,-88.66961529,123.5393979,201.791026,210.8019028,692.0476751,76.7029282528,-1.33871864393,-76.7029282528
1518.0,MS,Lawrence County,0.298,4072,2181,76,6329,64.3,34.5,1.1,2270.0,12551.0,31.56290783,-90.10211717,79.02159631,143.8878187,378.1156843,528.6487171,72.6624819825,-1.26819955327,-72.6624819825
1519.0,MS,Leake County,0.142,4775,3579,82,8436,56.6,42.4,1.0,1675.0,23297.0,32.6958558,-89.4848318,65.59894566,255.3536833,263.8197604,636.6802331,81.8364058042,-1.42831472928,-81.8364058042
1520.0,MS,Lee County,0.378,21695,9635,644,31974,67.9,30.1,1.9,663.0,85042.0,34.27015444,-88.67283411,142.6130894,146.2245157,146.2245157,502.7485604,67.7901470425,1.1831612663,67.7901470425
1521.0,MS,Leflore County,-0.41,2757,6677,132,9566,28.8,69.8,1.5,1412.0,30948.0,33.54770157,-90.30187871,139.2969062,183.983669,183.983669,630.4974214,114.204834801,-1.99325038898,-114.204834801
1522.0,MS,Lincoln County,0.401,10550,4458,185,15193,69.4,29.3,1.3,1303.0,34900.0,31.45950667,-90.40323567,89.7651101,117.639808,407.8778453,497.833574,66.3592917972,1.15818813115,66.3592917972
1523.0,MS,Lowndes County,0.063,13124,11545,470,25139,52.2,45.9,1.9,868.0,59670.0,33.4699266,-88.5247046,95.98854607,154.7181488,154.7181488,592.0785535,86.3879738429,1.50775457769,86.3879738429
1524.0,MS,Madison County,0.16,25607,18358,1083,45048,56.8,40.8,2.6,595.0,98468.0,32.5907496,-90.0962554,38.1298216,242.721916,286.2280104,581.6353645,80.7931037787,-1.41010567384,-80.7931037787
1525.0,MS,Marion County,0.361,7697,3572,174,11443,67.3,31.2,1.5,1546.0,26442.0,31.1971195,-89.88925575,80.26099365,132.5845022,389.1591541,534.1098174,-68.8383778515,-1.20145634524,-68.8383778515
1526.0,MS,Marshall County,-0.096,6525,7944,229,14698,44.4,54.0,1.6,1258.0,36612.0,34.83868843,-89.51395814,46.9622773,47.112377,47.112377,425.2335347,95.5088786712,-1.6669443977,-95.5088786712
1527.0,MS,Monroe County,0.292,10107,5485,189,15781,64.0,34.8,1.2,1264.0,36421.0,33.873709,-88.40364911,107.7045931,145.9275603,145.9275603,551.839591,-73.0222688918,-1.27447901944,-73.0222688918
1528.0,MS,Montgomery County,0.135,2334,1775,53,4162,56.1,42.6,1.2,2388.0,10614.0,33.50769925,-89.580995,142.3210909,185.2338202,185.2338202,571.1960009,-82.2413801114,1.43538286433,82.2413801114
1529.0,MS,Neshoba County,0.473,7613,2668,157,10438,72.9,25.6,1.5,1432.0,29785.0,32.699154,-89.114395,93.20179342,232.0131394,232.0131394,665.3925413,-61.7707900876,1.07810366859,61.7707900876
1530.0,MS,Newton County,0.393,5929,2549,116,8594,69.0,29.7,1.4,1750.0,21601.0,32.40025229,-89.10463157,82.26756293,209.9041042,247.5059423,652.6903558,66.8587025705,-1.16690449347,-66.8587025705
1531.0,MS,Noxubee County,-0.569,1181,4330,27,5538,21.3,78.2,0.5,2344.0,11218.0,33.14287267,-88.562201,96.46538059,165.576315,165.576315,626.5020499,-124.680522113,-2.17608562398,-124.680522113
1532.0,MS,Oktibbeha County,-0.011,7671,7851,629,16151,47.5,48.6,3.9,1008.0,48192.0,33.41560533,-88.872041,126.3106609,187.4692327,187.4692327,590.8408843,90.6302662854,-1.58179654864,-90.6302662854
1533.0,MS,Panola County,0.005,7371,7300,183,14854,49.6,49.1,1.2,1312.0,34473.0,34.35489586,-89.97621414,61.91449109,90.40711208,90.40711208,474.9620349,-89.7135199088,-1.56579630596,-89.7135199088
1534.0,MS,Pearl River County,0.667,15530,2919,444,18893,82.2,15.5,2.4,909.0,55295.0,30.655242,-89.6179358,53.17051196,88.98873098,416.5184302,545.1482822,-48.1640565251,0.840621367479,48.1640565251
1535.0,MS,Perry County,0.536,4135,1220,77,5432,76.1,22.5,1.5,2293.0,12086.0,31.2467875,-88.97596575,87.8511413,98.34060749,327.1660912,619.2946249,-57.5882456063,-1.00510449628,-57.5882456063
1536.0,MS,Pike County,0.008,7748,7636,249,15633,49.6,48.8,1.7,1171.0,40100.0,31.15378217,-90.4215345,55.82743443,89.7856546,430.1868171,484.3442332,89.5416288745,1.56279624146,89.5416288745
1537.0,MS,Pontotoc County,0.619,9442,2123,246,11811,79.9,18.0,2.2,1420.0,30594.0,34.260675,-89.04316583,115.0990489,124.2720028,124.2720028,495.8267542,-51.7568541056,0.903327514616,51.7568541056
1538.0,MS,Prentiss County,0.566,7647,2067,157,9871,77.5,20.9,1.6,1594.0,25390.0,34.5924515,-88.50330125,138.2114424,138.2114424,138.2114424,472.9726682,55.5282380553,0.969150581896,55.5282380553
1539.0,MS,Quitman County,-0.389,998,2303,52,3353,29.8,68.7,1.6,2616.0,7798.0,34.217252,-90.265879,80.29189896,111.6929622,111.6929622,489.8805769,112.892290783,1.97034217428,112.892290783
1540.0,MS,Rankin County,0.528,46168,13741,1447,61356,75.2,22.4,2.2,436.0,145165.0,32.2657374,-89.9639427,0.0,215.7181398,321.5240007,573.9805164,58.1295777783,1.01455252503,58.1295777783
1541.0,MS,Scott County,0.177,5742,3999,126,9867,58.2,40.5,1.4,1481.0,28250.0,32.44284725,-89.520073,46.1665347,233.0635955,278.8509272,620.0698315,-79.8049331912,1.39285884352,79.8049331912
1542.0,MS,Sharkey County,-0.349,619,1290,17,1926,32.1,67.0,0.9,2851.0,4799.0,32.88142325,-90.86693525,80.17728392,243.9914424,270.0135076,542.3189917,-110.426162847,-1.92730012202,-110.426162847
1543.0,MS,Simpson County,0.309,7393,3871,152,11416,64.8,33.9,1.3,1516.0,27374.0,31.92070771,-89.91717443,38.51367374,185.9256184,340.763389,560.5951952,-72.0010238121,-1.25665493033,-72.0010238121
1544.0,MS,Smith County,0.567,5877,1598,81,7556,77.8,21.1,1.1,2023.0,16345.0,31.90519267,-89.47860333,60.80909541,183.4440528,308.1556685,597.7789381,-55.4587095415,0.967937080406,55.4587095415
1545.0,MS,Stone County,0.535,4810,1400,158,6368,75.5,22.0,2.3,1920.0,18028.0,30.780641,-89.12407367,37.11723847,90.58405073,377.5449935,594.1764919,-57.6560885868,-1.00628857966,-57.6560885868
1546.0,MS,Sunflower County,-0.403,2768,6560,78,9406,29.4,69.7,0.9,1472.0,28431.0,33.60251511,-90.56017278,146.3043431,185.0873097,185.0873097,617.0015356,-113.765857428,-1.98558878847,-113.765857428
1547.0,MS,Tallahatchie County,-0.149,2462,3337,71,5870,41.9,56.8,1.2,2099.0,15111.0,33.95693757,-90.23264743,107.7181635,138.3718981,138.3718981,518.7239509,98.5689795522,-1.72035323352,-98.5689795522
1548.0,MS,Tate County,0.314,7385,3804,200,11389,64.8,33.4,1.9,1468.0,28490.0,34.67341025,-89.9570375,27.06971104,55.21809219,55.21809219,439.7373179,-71.6995447333,1.25139312778,71.6995447333
1549.0,MS,Tippah County,0.588,7182,1808,153,9143,78.6,19.8,1.7,1730.0,22025.0,34.77588367,-88.908111,95.91505549,95.91505549,95.91505549,442.9717066,-53.9847897829,0.942212327708,53.9847897829
1550.0,MS,Tishomingo County,0.737,7117,990,203,8310,85.6,11.9,2.5,1854.0,19591.0,34.6956622,-88.2463844,129.4496493,155.1817837,155.1817837,470.1034651,-42.5235152482,-0.742175350603,-42.5235152482
1551.0,MS,Tunica County,-0.501,840,2577,46,3463,24.3,74.4,1.2,2396.0,10475.0,34.64241825,-90.34278625,42.03509778,73.37765186,73.37765186,442.8767319,120.06618155,2.09555018835,120.06618155
1552.0,MS,Union County,0.632,9161,1969,244,11374,80.5,17.3,2.1,1515.0,27414.0,34.47472,-89.0282625,102.9903216,106.9723556,106.9723556,472.8885971,-50.8021664689,0.886665072029,50.8021664689
1553.0,MS,Walthall County,0.152,3374,2475,60,5909,57.1,41.9,1.0,2100.0,15100.0,31.175558,-90.090824,67.09453965,115.2536373,404.8296696,515.0598115,-81.2571526865,-1.41820485518,-81.2571526865
1554.0,MS,Warren County,0.049,9420,8518,349,18287,51.5,46.6,2.0,1011.0,48084.0,32.4337265,-90.794291,42.81239717,208.7672031,315.1536884,517.4471085,-87.1913821231,-1.52177669741,-87.1913821231
1555.0,MS,Washington County,-0.364,4541,9847,183,14571,31.2,67.6,1.3,987.0,49750.0,33.269607,-90.97045845,122.0106785,202.9321998,234.1251614,563.9078996,111.346053951,-1.94335525054,-111.346053951
1556.0,MS,Wayne County,0.259,5957,3493,84,9534,62.5,36.6,0.9,1800.0,20661.0,31.61167067,-88.652316,112.6267942,112.6267942,276.3382755,660.0831231,-74.9892660369,-1.308809596,-74.9892660369
1557.0,MS,Webster County,0.587,3949,1001,74,5024,78.6,19.9,1.4,2441.0,10039.0,33.5867754,-89.2632716,160.495165,182.9005136,182.9005136,565.9743039,54.0555931417,0.943448079441,54.0555931417
1558.0,MS,Wilkinson County,-0.364,1305,2826,43,4174,31.3,67.7,1.1,2478.0,9432.0,31.154901,-91.2498725,67.66926924,67.66926924,410.4477901,410.4477901,-111.346053951,1.94335525054,111.346053951
1559.0,MS,Winston County,0.125,4874,3778,119,8771,55.6,43.1,1.4,1873.0,19029.0,33.041219,-89.0882115,118.9354937,215.8015165,215.8015165,628.2307714,-82.8192442185,1.44546849563,82.8192442185
1560.0,MS,Yalobusha County,0.131,3366,2574,118,6058,55.6,42.5,2.0,2279.0,12401.0,34.04882775,-89.71413525,99.77068541,124.186879,124.186879,510.3248317,-82.4726176994,-1.43941872159,-82.4726176994
1561.0,MS,Yazoo County,-0.066,4568,5221,103,9892,46.2,52.8,1.1,1483.0,28195.0,32.764751,-90.41729643,52.49603506,251.5196348,271.1681176,567.5879926,93.7842722279,-1.63684433696,-93.7842722279
1562.0,MT,Beaverhead County,0.453,3243,1115,336,4694,69.1,23.8,7.2,2485.0,9346.0,45.32671371,-113.0663127,196.8713415,323.8439625,532.8546284,532.8546284,-63.0636756312,1.10066877817,63.0636756312
1563.0,MT,Big Horn County,-0.054,1833,2061,274,4168,44.0,49.4,6.6,2237.0,13061.0,45.469317,-107.4837062,80.423953,616.3223021,652.1580055,652.1580055,-93.0954777407,-1.62482260529,-93.0954777407
1564.0,MT,Blaine County,0.027,1259,1187,199,2645,47.6,44.9,7.6,2710.0,6683.0,48.50112667,-108.9912517,288.296299,629.3264342,908.9424093,908.9424093,-88.4528259327,-1.54379304522,-88.4528259327
1565.0,MT,Broadwater County,0.569,2329,566,207,3102,75.1,18.2,6.7,2787.0,5756.0,46.33816175,-111.552835,192.9978614,484.9932069,638.4026463,638.4026463,55.3194778866,0.965507029606,55.3194778866
1566.0,MT,Carbon County,0.321,3729,1824,383,5936,62.8,30.7,6.4,2432.0,10127.0,45.3251308,-109.0387366,93.6902923,537.4402152,576.3689184,576.3689184,71.2765885773,-1.24401115026,-71.2765885773
1567.0,MT,Carter County,0.78,677,70,31,778,87.0,9.0,4.0,3102.0,1177.0,45.7323305,-104.5895335,234.1522752,630.7867543,675.1276876,826.5020719,-38.7394245979,0.676130509561,38.7394245979
1568.0,MT,Cascade County,0.215,19343,12053,2527,33923,57.0,35.5,7.5,679.0,81723.0,47.39339286,-111.3909503,193.6093846,571.5802437,756.2339689,756.2339689,-77.5844726951,-1.35410449695,-77.5844726951
1569.0,MT,Chouteau County,0.367,1676,729,176,2581,64.9,28.2,6.8,2773.0,5904.0,47.8507626,-110.3988326,266.7916531,521.1027818,815.2482539,815.2482539,68.4692819397,1.19501440632,68.4692819397
1570.0,MT,Custer County,0.478,3638,1172,350,5160,70.5,22.7,6.8,2305.0,11888.0,46.3858875,-105.628842,207.5502848,701.1021829,752.5450859,821.2274549,-61.4451398642,-1.07241999998,-61.4451398642
1571.0,MT,Daniels County,0.591,729,167,56,952,76.6,17.5,5.9,3071.0,1786.0,48.7797525,-105.5363498,374.4646163,966.9563314,1016.729424,1040.955379,-53.7719966108,-0.938498386229,-53.7719966108
1572.0,MT,Dawson County,0.583,3298,786,220,4304,76.6,18.3,5.2,2497.0,9249.0,47.32703925,-104.9737783,293.0283938,805.7391896,852.9644072,933.4755326,-54.3381755156,0.948380072274,54.3381755156
1573.0,MT,Deer Lodge County,-0.069,1736,2018,368,4122,42.1,49.0,8.9,2498.0,9227.0,46.1882445,-112.9105815,117.3778342,374.4276668,625.6621915,625.6621915,93.9565525563,1.63985119593,93.9565525563
1574.0,MT,Fallon County,0.76,1276,154,46,1476,86.4,10.4,3.1,2978.0,3024.0,46.317491,-104.374228,281.4467649,697.2396311,740.3748383,882.5306463,40.5358021113,0.707483211779,40.5358021113
1575.0,MT,Fergus County,0.525,4235,1196,366,5797,73.1,20.6,6.4,2331.0,11435.0,47.22636678,-109.3838174,165.7865403,601.9841045,764.662904,764.662904,58.3317567465,1.0180812137,58.3317567465
1576.0,MT,Flathead County,0.364,30079,13233,2938,46250,65.0,28.6,6.3,630.0,91633.0,48.30381081,-114.219135,146.6327897,244.4916429,580.0435369,583.8054495,68.6539460494,-1.19823740305,-68.6539460494
1577.0,MT,Gallatin County,-0.01,23360,23879,5096,52335,44.6,45.6,9.8,624.0,92614.0,45.44331675,-111.3111971,219.3558444,498.6192283,540.6728168,540.6728168,-90.5729673449,-1.58079649347,-90.5729673449
1578.0,MT,Garfield County,0.865,653,34,29,716,91.2,4.7,4.0,3098.0,1261.0,47.369887,-106.98569,184.1631922,812.887891,851.0416426,851.0416426,-30.1172947473,0.525645955134,30.1172947473
1579.0,MT,Glacier County,-0.296,1598,3076,317,4991,32.0,61.6,6.3,2198.0,13711.0,48.6614856,-113.0735736,193.8801976,337.1588155,666.277017,672.3732228,107.217511432,-1.87129859028,-107.217511432
1580.0,MT,Golden Valley County,0.624,365,71,35,471,77.5,15.1,7.4,3116.0,839.0,46.3811925,-109.130368,82.96501399,639.7865895,681.7296623,681.7296623,-51.3911723046,0.896945163175,51.3911723046
1581.0,MT,Granite County,0.405,1185,469,111,1765,67.1,26.6,6.3,2968.0,3109.0,46.475526,-113.296628,73.90434931,333.7539416,661.7077948,661.7077948,-66.1088728592,1.15381749618,66.1088728592
1582.0,MT,Hill County,0.172,3446,2350,572,6368,54.1,36.9,9.0,2020.0,16366.0,48.5141732,-110.165452,319.1741482,543.2959374,890.8758544,890.8758544,80.0958763153,-1.39793675897,-80.0958763153
1583.0,MT,Jefferson County,0.324,4099,1975,485,6559,62.5,30.1,7.4,2335.0,11401.0,46.1825015,-112.0354922,168.4366884,444.931133,620.2917454,620.2917454,71.0949986971,1.24084180897,71.0949986971
1584.0,MT,Judith Basin County,0.532,867,232,93,1192,72.7,19.5,7.8,3049.0,2024.0,47.1005466,-110.1540506,193.8251428,546.1557076,736.6759622,736.6759622,57.8593133716,-1.00983552128,-57.8593133716
1585.0,MT,Lake County,0.213,7453,4703,783,12939,57.6,36.3,6.1,1450.0,28986.0,47.62692917,-114.1927916,73.05208777,236.771945,583.5889686,583.5889686,77.7017819019,1.35615192886,77.7017819019
1586.0,MT,Lewis And Clark County,0.069,16665,14331,2804,33800,49.3,42.4,8.3,812.0,64876.0,46.884379,-112.2508433,124.888474,485.5687329,698.6787555,698.6787555,86.0434474437,-1.50174145766,-86.0434474437
1587.0,MT,Liberty County,0.515,695,205,52,952,73.0,21.5,5.4,3015.0,2392.0,48.52858033,-111.0032957,274.3065009,482.3118005,884.3299973,884.3299973,-59.0025450137,1.02978867755,59.0025450137
1588.0,MT,Lincoln County,0.505,6720,2040,512,9272,72.5,22.0,5.5,1857.0,19491.0,48.62702083,-115.3145108,145.8746689,186.3564845,501.4055545,508.7162312,59.6686476367,-1.04141436147,-59.6686476367
1590.0,MT,Madison County,0.446,3280,1175,265,4720,69.5,24.9,5.6,2625.0,7733.0,47.536087,-105.7335353,259.9816077,829.1882133,880.479006,917.2950992,63.5126637578,-1.10850509928,-63.5126637578
1589.0,MT,Mccone County,0.667,858,154,44,1056,81.3,14.6,4.2,3075.0,1701.0,45.3561944,-111.9246202,209.4895614,402.5048536,528.425703,528.425703,-48.1640565251,-0.840621367479,-48.1640565251
1591.0,MT,Meagher County,0.552,728,191,53,972,74.9,19.7,5.4,3064.0,1924.0,46.629465,-110.953882,221.6316097,497.5446737,674.8133458,674.8133458,56.4956701914,-0.986035457962,-56.4956701914
1592.0,MT,Mineral County,0.407,1322,515,148,1985,66.6,25.9,7.5,2891.0,4167.0,47.2714805,-115.1222008,98.65588501,172.5637059,516.3664241,516.3664241,65.9834817098,-1.15162900777,-65.9834817098
1593.0,MT,Missoula County,-0.157,21699,30740,4994,57433,37.8,53.5,8.7,542.0,110977.0,47.0048184,-113.8817844,0.0,271.1693199,613.4769987,613.4769987,99.0328081604,1.7284485699,99.0328081604
1594.0,MT,Musselshell County,0.677,1961,331,117,2409,81.4,13.7,4.8,2860.0,4665.0,46.518289,-108.1287517,62.90173631,687.6663573,726.5069087,726.5069087,-47.390345072,0.827117555163,47.390345072
1595.0,MT,Park County,0.148,4872,3521,693,9086,53.6,38.8,7.6,2074.0,15567.0,45.38453789,-110.4751431,185.0783382,503.7563265,545.1226831,545.1226831,-81.4889586248,1.42225063202,81.4889586248
1596.0,MT,Petroleum County,0.769,276,30,14,320,86.3,9.4,4.4,3137.0,511.0,47.087847,-108.2019515,125.6169841,692.8746007,781.3769112,781.3769112,-39.7358255397,-0.693520986665,-39.7358255397
1597.0,MT,Phillips County,0.651,1715,315,119,2149,79.8,14.7,5.6,2892.0,4128.0,48.30035675,-107.8519203,262.0884359,711.968035,915.6521592,915.6521592,-49.3829599159,0.861895244913,49.3829599159
1598.0,MT,Pondera County,0.388,1786,737,179,2702,66.1,27.3,6.7,2746.0,6165.0,48.212557,-112.1902962,184.9384981,604.2507052,730.7150317,733.4823517,-67.1698893278,1.17233572697,67.1698893278
1599.0,MT,Powder River County,0.719,880,127,40,1047,84.0,12.1,3.8,3072.0,1763.0,45.324134,-105.443637,229.4906151,582.7245002,633.6602751,746.5025491,-44.0280198129,-0.768433908869,-44.0280198129
1600.0,MT,Powell County,0.528,2017,549,212,2778,72.6,19.8,7.6,2675.0,7096.0,46.65042571,-112.7762419,93.09866253,363.5673815,675.4986872,675.4986872,58.1295777783,-1.01455252503,-58.1295777783
1601.0,MT,Prairie County,0.662,555,100,33,688,80.7,14.5,4.8,3103.0,1157.0,46.8251265,-105.3289695,244.1072124,749.4711156,798.8554542,873.3062028,-48.5474168871,-0.847312268019,-48.5474168871
1602.0,MT,Ravalli County,0.384,14673,6166,1283,22122,66.3,27.9,5.9,1163.0,40617.0,46.2255752,-114.0907852,88.09017289,293.6456933,616.8284966,616.8284966,67.4183269374,-1.17667178124,-67.4183269374
1603.0,MT,Richland County,0.667,3885,669,264,4818,80.6,13.9,5.5,2374.0,10810.0,47.685009,-104.2844212,357.9825076,849.1027756,892.5324788,997.3505428,-48.1640565251,0.840621367479,48.1640565251
1604.0,MT,Roosevelt County,0.063,1722,1504,276,3502,49.2,42.9,8.0,2365.0,10927.0,48.21746443,-104.7498834,365.3388576,905.3982331,951.4884428,1021.817158,86.3879738429,-1.50775457769,-86.3879738429
1605.0,MT,Rosebud County,0.369,2211,969,192,3372,65.6,28.7,5.6,2481.0,9396.0,45.9204914,-106.578243,129.3355815,656.9986403,714.7598999,734.6327164,-68.3460420891,1.19286346516,68.3460420891
1606.0,MT,Sanders County,0.519,4268,1211,405,5884,72.5,20.6,6.9,2334.0,11408.0,47.70228389,-115.1327846,120.4740991,166.1375971,512.8109942,512.8109942,-58.7348026485,-1.02511569173,-58.7348026485
1607.0,MT,Sheridan County,0.416,1237,476,114,1827,67.7,26.1,6.2,2939.0,3580.0,48.70141678,-104.5235512,414.8076257,960.1502157,1005.229334,1075.094475,-65.417692956,1.14175413114,65.417692956
1608.0,MT,Silver Bow County,-0.141,6252,8545,1417,16214,38.6,52.7,8.8,1315.0,34403.0,46.0133695,-112.6788395,143.7684274,394.6057644,604.2893071,604.2893071,98.1057160587,-1.71226776025,-98.1057160587
1609.0,MT,Stillwater County,0.565,3630,904,293,4827,75.2,18.7,6.0,2503.0,9195.0,45.66925375,-109.342652,91.14093391,562.0730704,601.9792729,601.9792729,-55.5977086905,-0.970363073214,-55.5977086905
1610.0,MT,Sweet Grass County,0.569,1580,398,102,2080,76.0,19.1,4.9,2934.0,3605.0,45.78778067,-109.9202527,131.4203419,558.7866739,599.6565931,599.6565931,55.3194778866,0.965507029606,55.3194778866
1611.0,MT,Teton County,0.427,2152,803,200,3155,68.2,25.5,6.4,2756.0,6053.0,47.85041683,-112.1229283,162.6211956,574.2832323,737.7784299,738.1368992,-64.7226772925,1.12962381946,64.7226772925
1612.0,MT,Toole County,0.542,1495,399,130,2024,73.9,19.7,6.4,2825.0,5220.0,48.77516543,-111.6841356,256.408352,438.8734323,908.7705744,908.7705744,-57.1801084292,-0.997981158737,-57.1801084292
1613.0,MT,Treasure County,0.659,350,59,33,442,79.2,13.3,7.5,3125.0,736.0,46.2335245,-107.283849,80.39354721,694.2071945,731.18281,731.18281,48.7763483679,0.85130787612,48.7763483679
1614.0,MT,Valley County,0.467,2697,886,291,3874,69.6,22.9,7.5,2642.0,7505.0,48.4289334,-106.4031093,308.0960145,931.8120971,975.0548993,975.0548993,-62.1602644079,-1.08490127783,-62.1602644079
1615.0,MT,Wheatland County,0.553,698,179,61,938,74.4,19.1,6.5,3042.0,2104.0,46.452551,-109.916514,140.197878,579.4692562,670.8282411,670.8282411,-56.4269300584,-0.984835716311,-56.4269300584
1616.0,MT,Wibaux County,0.758,460,55,19,534,86.1,10.3,3.6,3107.0,1057.0,46.824454,-104.122311,326.6064113,755.5719772,797.4199518,935.6115921,-40.7118018625,0.710554986921,40.7118018625
1617.0,MT,Yellowstone County,0.271,38675,21117,5111,64903,59.6,32.5,8.0,414.0,151882.0,45.9582015,-108.2452129,0.0,628.7675505,667.0716341,667.0716341,-74.2762186645,1.29636457163,74.2762186645
1618.0,NC,Alamance County,0.129,38235,29268,1761,69264,55.2,42.3,2.5,410.0,153920.0,36.0459989,-79.3936057,0.0,35.78341001,35.78341001,201.0166445,82.5881900264,1.44143583922,82.5881900264
1619.0,NC,Alexander County,0.56,13826,3750,435,18011,76.8,20.8,2.4,1252.0,36853.0,35.91299167,-81.17387933,27.92161626,78.0597279,78.0597279,243.9025799,55.9442022574,0.976410526794,55.9442022574
1620.0,NC,Alleghany County,0.478,3789,1300,125,5214,72.7,24.9,2.4,2365.0,10927.0,36.482587,-81.0840176,77.65923864,79.89921379,124.7676104,186.3179736,-61.4451398642,1.07241999998,61.4451398642
1621.0,NC,Anson County,-0.126,4480,5785,129,10394,43.1,55.7,1.2,1547.0,26351.0,34.95471929,-80.10021671,41.14672797,74.71516826,74.71516826,319.3877287,97.2385081759,1.6971321274,97.2385081759
1622.0,NC,Ashe County,0.447,9353,3476,331,13160,71.1,26.4,2.5,1527.0,27097.0,36.42354267,-81.47318392,78.36907951,110.5026264,140.7770137,213.689043,63.4486306411,1.10738751057,63.4486306411
1623.0,NC,Avery County,0.565,6226,1670,164,8060,77.2,20.7,2.0,1939.0,17635.0,36.077535,-81.92033856,58.44445588,133.6854296,133.6854296,269.1829007,-55.5977086905,0.970363073214,55.5977086905
1624.0,NC,Beaufort County,0.245,14478,8699,422,23599,61.4,36.9,1.8,1020.0,47507.0,35.47584922,-76.83934278,44.81652811,165.2132649,165.2132649,372.9147438,75.8181662714,1.32327663426,75.8181662714
1625.0,NC,Bertie County,-0.251,3476,5837,67,9380,37.1,62.2,0.7,1801.0,20653.0,36.1421375,-77.04035638,68.59580465,149.0410507,149.0410507,310.1814469,-104.536694915,-1.82450951542,-104.536694915
1626.0,NC,Bladen County,0.095,8511,7021,211,15743,54.1,44.6,1.3,1302.0,34915.0,34.6163775,-78.620608,45.17135235,60.1555125,127.8712239,372.0013038,84.5486801876,1.47565284749,84.5486801876
1627.0,NC,Brunswick County,0.287,42440,23117,1698,67255,63.1,34.4,2.5,534.0,112257.0,34.01484523,-78.26366654,0.0,134.2455035,197.4161185,445.4770752,-73.321564643,1.27970271573,73.321564643
1628.0,NC,Buncombe County,-0.146,55339,74937,4231,134507,41.1,55.7,3.1,268.0,244490.0,35.59279929,-82.51153814,0.0,76.88356107,157.3255863,344.9597621,-98.3951912567,-1.71732005556,-98.3951912567
1629.0,NC,Burke County,0.394,25741,10930,967,37638,68.4,29.0,2.6,634.0,90505.0,35.7562615,-81.6407032,47.87835707,91.61782361,91.61782361,281.0263884,66.7963787919,-1.16581673833,-66.7963787919
1630.0,NC,Cabarrus County,0.2,53224,35048,2730,91002,58.5,38.5,3.0,342.0,184498.0,35.3711346,-80.571823,0.0,25.57207147,25.57207147,280.3395648,-78.4630409672,-1.369438406,-78.4630409672
1631.0,NC,Caldwell County,0.506,26499,8403,845,35747,74.1,23.5,2.4,676.0,81930.0,35.89687683,-81.53228217,45.03948368,94.6258805,94.6258805,262.6240507,59.6022428855,-1.04025537993,-59.6022428855
1632.0,NC,Camden County,0.458,3527,1266,146,4939,71.4,25.6,3.0,2436.0,10090.0,36.36169433,-76.167416,57.43737712,215.9031856,223.1742588,325.0670037,-62.7418737275,1.09505227542,62.7418737275
1633.0,NC,Carteret County,0.444,26228,9806,885,36919,71.0,26.6,2.4,783.0,67632.0,34.75984133,-76.7441455,55.50698866,195.1944297,204.6877524,438.2590151,63.6406232093,-1.11073841302,-63.6406232093
1634.0,NC,Caswell County,0.115,5758,4549,208,10515,54.8,43.3,2.0,1680.0,23217.0,36.424946,-79.30429714,42.80880285,58.24301876,58.24301876,161.9916219,-83.3963749513,1.45554132713,83.3963749513
1635.0,NC,Catawba County,0.38,48062,21050,1953,71065,67.6,29.6,2.7,408.0,154339.0,35.66469213,-81.12366338,0.0,51.53412714,51.53412714,266.3055117,67.6663173422,-1.18100003032,-67.6663173422
1636.0,NC,Chatham County,-0.101,17012,20953,1115,39080,43.5,53.6,2.9,799.0,65976.0,35.64810867,-79.30974956,43.1000531,63.18606245,63.18606245,245.8036676,95.7967578206,-1.67196883671,-95.7967578206
1637.0,NC,Cherokee County,0.57,10711,2809,340,13860,77.3,20.3,2.5,1530.0,26992.0,35.152534,-83.9267488,65.642189,100.8653314,133.2361674,472.2469453,55.2497742463,-0.964290471582,-55.2497742463
1638.0,NC,Chowan County,0.143,3983,2965,160,7108,56.0,41.7,2.3,2124.0,14772.0,36.1924495,-76.605441,87.0699081,188.30629,188.30629,338.7988359,-81.7785192787,1.42730441882,81.7785192787
